,tweet,asal_tweet
488,@Williyo2 Covid yatuyaba Kuba omuntu yali awede🤣,"Kampala, Uganda"
489,"@Sunnyfvnny Mau abis covid? Haha,  gw msh mau remedial lg.",Batavia-Paris van Java
490,"Dulu sweetseventeen pas hari pertama kuliah, capek bgt habis uphfest
Sekarang, legal age pas jaga covid.
Padahal pen dirayain juga🙃",Jakarta Capital Region
491,"terakhir k sby Des kmren,
rncana mau naik joglosemar sepanjang rute nya , ga jdi krn covid 
😢",Dreamland 
492,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,"Nagpur, India"
493,Sukseskan Pengamanan Covid-19 https://t.co/gk73ciGRaj,
494,"Ngopi2 di era covid. Sekali nongkrong buka laptop cuma boleh sejam. Ya kali, baru juga browsing2 pemanasan lgsg cabut 🐒",Singapore
495,"Jurusan yg dibilang org cepet kerja pun ternyata susah, mana ada covid, anji lah.",
496,"Selain wisuda, nikah sekarang juga disematkan angkatan Covid-19, ni emang lagi banyak aja apa udah umurnya pada nikah...",
497,@orangnyakalemm Dtmpatku ak yg kna covid,Ginjal kamu
498,@pittssuda Aah. Hujung tahun. Doakan covid habis cepat pls 😭 nak kendurii macam org lain. Takmau kenduri pkp 😂,"Kedah, Malaysia"
499,@popokman Covid mereda dan gak nelan korban lagi :),
500,Upaya Pencegahan Covid-19 Dilakukan Polres Brebes dengan Penyemprotan Disinfektan https://t.co/upVdnpeav4,Indonesia
501,"@agarmagedon Me too, covid gak semenakutkan yg dibayangkan. Yg bikin jenuh adalah masa karantina nya 😭😭",
502,@ikwnnn itulah. sbb tu aku tanya. dalam artikel tu xde tulis positif covid.,Kuala Lumpur
503,taktaulah pakai mask ni sebab takut covid ke takut saman,"bandar enstek, nilai"
504,"Sangat membosan kan saat ini😣
Aku rindu dengan suasa indonesia ku yang dulu🙏🙏 cepat lah berlalu covid🙏👌😐😐",
505,"Itna dukh to covid ne v nai dia jitna 1 second me mahi ne dia 💔
#MSDhoni",
506,Masa selangor tgah merah... Aku balik selangor sbb nk intern... Ni kedah pulak.. nak balik kedah sbb habis intern... Adoiii covid,Malaysia
507,Lu bayangin bro doi lu meluk dari belakang sambil bilang ''gua kena covid'' uwu romantisnya,
508,"Subhanallah kalo gapercaya covid gaada yaudah simpen kepercayaan lu buat diri lu sendiri,  jangan malah ngedoktrin org lain yg gatau apapa",
509,@yogeshbalhara6 Arey emotions pe asar kab se hone laga covid ka,India
510,@karinparamitha wei mampirlah tp covid sue,
511,@rivalldii_ @Chndrawhyn Tunggu covid selesai lah di. Lagi ga ada konser2an soalnya,earth
512,Udah lama ga ngatain covid bangsat,Gotham
513,@halusinasu Aku pasen covid :(,Indonesia
514,@KKMPutrajaya Pasal yg ali maju sri rampai boleh sahihkan cerita yg betul tak admin sebenarnya covid atau kotoran,KL
515,"@Syamimiomar1 kalauuuu covid dah redaaa boleh aaa onz, ada plan gak ni dengann geng 🤧",hati awak ada ruang tak?
516,Annabelle ngapain dah orang lagi covid malah keluar,"Jakarta, Indonesia"
517,Jawaban dari pertanyaan kapan nikah dan kapan pandemi covid berakhir tetap menjadi misteri kehidupan bagi sebagian orang.,Indonesia
518,"@bongchagi Sabar cha, kalo covid ilang cha dateng aja.. sumpah asyikpunya banyak temen baru",X1 UNIT KAJJA
519,@myrosnt kan tugas e pendampingan pemakaman protokol covid. hampir bendino nang kuburan aku,"Yogyakarta, Indonesia"
520,"@urcrushxixi_ tidur di rumah masing masing, guna mencegah penyebaran COVID-19 :)",out of nowhere
521,@cadelgabisarrrr Gue liat nih kontennya. Bikin parno banget. Lebih efektif dari buzzer edukasi covid,
522,Warga melarang menguburkan pasien covid 19 yg meninggal. Mereka dng cara jadi manusia!,Indonesia
523,Selamat bermalam minggu para sahabat. Tetap jaga kesehatan sesuai protokol Covid - 19 ya ! https://t.co/5ZhppVk9O4,Sarana Sambung Rasa 
524,"eku pin mituran keng covid 
mituran nakuman keka

#ExaBLINK #ExaBFF @BLACKPINK",
525,"@G0LDHES nggak bisaa, kompleks aku kena lockdown gara-gara covid, jadi gabisa kemana-mana dehh😌😌",she/her♡ | 🇮🇩 | 16☆ 
526,"#indonesiabutuhkerja
Saya butuh kerja krn udh lama di PHK krn Covid","Kota Batam, Kepulauan Riau"
527,Sekarang tiap kali gak enak badan selalu parno: ini covid bukan ya? 😩,"Jakarta, Indonesia"
528,"@bongchagi Asal gk ada covid enak cha, bisa pergi.. ini ada covid gk berani aku.. kasik bapaknya yang nganter",X1 UNIT KAJJA
529,@kikinkitara Masih covid nanti menimbulkan pro kontra wkwk,
530,"Lg Covid gini kita yg punya bengek jd parno, orang lain parno kita apa lagi","Bali, Indonesia"
531,@Nanjazi Tiwala nazo covid 19 izi🙌,"Sanga Nkhata-bay, Malawi "
532,@ganesh_gogula @shyamMSDian07 Untaru ee IPL ku tests kuda chesar ga covid di team lo ku.,Corona 
533,Nga ngerti kenapa bin sama tni ikut ikutan bikin obat covid?! Otak gue ga nyampe,
534,"Oalaah, Barca v Munchen kmaren itu laga amal covid toh ternyata wkwkwk ~","Malang, Jawa Timur"
535,"@sillyconnn baru ok, tadi aq semo nge batuk po gilo aq ingat aq keno covid dh tdi... alhamdulillah x... kut",Dalam parit berdekatan anda
536,"@twitpos Setelah Rusia, di Ikuti Indonesia, kok rasanya seperti tiba-tiba, ada apa dibalik Covid-19 ini? https://t.co/IB1CWfepEw",Hoaks=pembuka Jalan Kebenaran
537,"@tanpasiapa2 @radenrauf Tenang zona merah di hati gue bebas covid, cuma klo kena virus baper tanggung sendiri 🤣🤣","Kranggan, Indonesia"
538,@KompasTV Ahh..cape omong kosong covid.,"Karawang, Jawa Barat"
539,@fatimaliaa hahahah budulaaa tim. hahaha bangga apa ni kedah trending kes covid tim,Malaysia
540,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.🥺🥺😭😭😭,"Bhubaneshwar, India"
541,@pranitasubhash Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,Dharmabad
542,@AP800800 semoga covid 19 cepat berakhir amin,"Seoul, Republic of Korea"
543,"“Tidak ada cara lain memutus mata rantai Covid-19 dengan kesadaran masyarakat tetap menggunakan masker,” ucapnya. https://t.co/PNHoHyfvzd",Jember
544,@RynaaZaki dorang kata ada kes covid. yang Ali Maju dekat JPN tu,Malaysia
545,"Gua gak kemana2 long weekend bukan karna masih takut covid, tapi gapunya duit dan tujuan mau kemana😂",In front your eyes
546,"@ditanindyak Pirtinyiinnyi... kalo ada vaksin covid-19, pada masih antivaks ga?","Balikpapan, Kalimantan Timur"
547,"anna ni berani betul jalan2 ek, tak takut Covid ke?",🐻
548,"@AP800800 Selalu optimis, semoga COVID-19 brakhir &amp; ditemukan vaksinnya 🙏🙏🙏","Padang, West Sumatera "
549,@Mirongtea harusnya normalisasi alasan ga dateng krn emang takut covid ya hhhhhh,"Bekasi, Jawa Barat"
550,takut bangettt😭semoga ga meninggal karna covid😭😭 https://t.co/gxsDiWMcJK,
551,"@tempodotco mbok kompak ngurus efek covid, malah kayak gini",
552,"Pusing banget liat covid tiap hari makin banyak aja,",Kota Tangerang 
553,"Mantep nih barisan relawan sokhidin cilegon ngadain kumpul2 dempet dempetan rame bener di PCI

COVID nya feasting nih malem ini.",
554,@ilybilgsorry Covid cuy,"Balikpapan, East Borneo"
555,@RuskandarAsep @Tososan3 @jokowi 2014 ga ada covid aja ga lompat2 ekonomi Indonesia ditangan pakde,"Cibiru, Indonesia"
556,@zari2596 aur kya doctors toh covid-19 ki waja se filhall busy hai.😂😂😂,"Kashmir ""THE PARADISE"""
557,Dia baru discharge hospital harini sebab dua minggu lepas buat test dia positive Covid-19. Doakan gais. https://t.co/OwTV6aEYEr,
558,"Baru kali ini ke kondangan cuma makan siiiomay, iya cuma disituasi covid ini 🤣",Indonesia
559,@bernamadotcom Rakyat Sengsara dimusin covid perdana menteri sibuk berpolitik nak minta sokongan 👉👅,KFC-1and 2 Kmeman Terengganu
560,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.💔,
561,awat la bertambah kes covid ni ..,"Kuala Langat, Selangor"
562,@idr_liahanis eco kulim ? takut nakp covid,
563,"@BPPT_RI Terimakasih informasinya, setidaknya kami mengetahui informasi mengenai jenis Covid 19 ini🙏",
564,@Nishank80339978 Haan yaar yahi to baat hai.Agar exam Pokhu ne postpone kiya to uska main reason transport hi hoga na ki covid ka khatra .,
565,"Tak boleh balik kampung kedah buat sementara , risau pula covid koi banyak",
566,baru plan nak balik kedah jap in sept kalau confirm online class lagi sbb nak settle apa yg patut tapi kes covid makin naik pulek kat sana,🇲🇾
567,Bile tah dapat cosplay nye pun tetiap tahun beranak pastu tahun ni covid ahahahahaha pastu da gemok k bye,Malaysia
568,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,some were on earth
569,Update terkini covid-19 di kota bontang https://t.co/m5TypYv9GJ,"Bontang, Kalimantan Timur"
570,"@jsscaprmrth Temen kantorku nikah kemarin, aku ga dateng. Masih ada yang nanya ""kok u ga dateng sih"" lha covid begooooo :(",
571,gw tkt covid deh,
572,"@MitchellMGumbo @MesahTapiwa Vanoenda ku Zupco. Ne covid iriko iyi tiri pa social distancing.
#ZimbabweanLivesMatter",
573,Udah paling benar qna seputar covid dengan sumbernya langsung🎣 https://t.co/daybMZIIQg,"Pekanbaru, Indonesia"
574,"Orang tengah bising pasal restoren dekat dengan rumah tutup sebab ada covid, awak gi selit sape nak beli ampaian baju ermmm",Uniten
575,@rrrrluke sana all wa ga mask maski covid,
576,@shimasain Naik dekat cendana hill. Haah esok hahaha takodd. Tapi ni mak pulak mcm taknak bg sebab covid 😂,
577,#currhat ni muka tu tak payah la blur sampai camtu sekali suruh pakai mask jela (takda kena mengena dgn covid),JOHOR 🇲🇾
578,"@octavkadabra Yalord, daripada kopinya,
Mau nanya, boleh ga besok ke gereja dgn protocol covid?",In daddy's armpit
579,gue lebih serem magh gue kambuh dari pada covid :( sesek banget,Indonesia
580,"@tryan_wp @BanggaSurabaya Maaf, blm buka ya Kak. Masih Covid.",泗水 Surabaya
581,@Bandung_Dinkes @diskesjabar kenapa data COVID-19 dari pusicov kota Bandung dan pikobar Jawa Barat beda jauh? https://t.co/ozittkVukb,"Bandung-West Java, Indonesia"
582,"@yejihwngg Covid, jangan nongski dulu []",Andaru
583,"Teruk betul covid ni, harga player fpl pun terkesan",
584,@LFCIndonesia loh covid-19 tidak menghalangi tour pramusim tim? katanya penyakit ayahab,Indonesia
585,Apakah Indonesia bisa menembus angka 200.000 positif covid-19?,Jakarta Capital Region
586,@nengbiker Covid bersuka ria,"Kota Malang, Jawa Timur"
587,"Cuci Tangan dengan sabun di air mengalir, menjauhkan kita dari Covid-19.

#AdaptasiKebiasaanBaru
#JanganKasihKendor https://t.co/4tHUbYhvIf",
588,takut sangat aku bowok covid hotoh ambik mung aku cuti pah dapurr rapak jik,
589,berikut Program Pemulihan Ekonomi Nasional (PEN) Pasca Pandemi Covid-19 https://t.co/wo5G0Ylx5I,
590,Keberuntungan pas covid :) https://t.co/p78BQRGeVU,"Yogyakarta, Indonesia"
591,Pencairan insentif nakes Covid-19 dipermudah https://t.co/We6kIhzp87,
592,@haridrmwn21 @tubirfess Positif covid ya? Ga pake masker eta ngecatnya,Minneapolis
593,jadi aku korban phk dari sebuah hotel yang kena dampak covid jadi sepiiii gitu kan,"Sleman, Indonesia"
594,Malming scroll timeline melihat jumlah kasus covid dan jumlah yang meninggal di indo makin naik peringkat Asia Pasifik,
595,@naufalarvy jangan dong. nih pap hasil tes covid gue https://t.co/GeqMrzNk0i,
596,eh delete tweet sebab tak betul ke pasal covid ni? @ikwnnn https://t.co/r8yGWXkd9O,Kuala Lumpur
597,Pemerintah Perkuat kesiapan atasi dampak virus covid-19 https://t.co/3hEDS4CeMt,
598,"Amaran! Voice note yang mendakwa 63 kes positif COVID-19 di Guar Chempedak, Kedah, adalah PALSU.!Jangan sebarkan! https://t.co/QkWplx0LBJ",Putrajaya
599,"Ketika gua dapet kebagian laporan kasusnya kehamilan dengan covid-19
mampus dah gua nyari materinya",
600,ho nyakega 6 covid-19 katjeno.,"Pretoria, South Africa"
601,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,"Maharashtra, Nepal"
602,Klarifikasi Bio Farma Perihal: @ridwankamil Sudah disuntik Vaksin Covid-19 https://t.co/EaVQ9OnRJU,"Bandung, Indonesia"
603,@_Motsoaledi ke die man bareng ke covid https://t.co/rGs4TmVlk4,"Krugersdorp, South Africa"
604,Kayanya Lewis Hamilton harus positif covid biar ga menang terus,Batavia
605,Yak jaga kali ini ditutup dengan pasien covid +,Savanaclaw// Ignihyde
606,Kapan gitu denger kabar covid dah ilang,
607,"cepat la blah covid ni , nak lepak pun susah gini",
608,"Terbaiklah ini selama ngikut2 free class selama covid, sampe buat catatan jg walopun akhirnya aku sendiri gabisa baca 😉🙃😣",Khayangan
609,While staff kkm still struggle nk fight covid ntah tak tahu sampai bile even cuti dah tak berapa nk beku sgt,
610,"Orang yang kurang secara ekonomi kalo kena Covid, pelayanannya seperti apa ya?",
611,"Gegara rangorang pada hobi banding-bandingin muka sendiri sama orang lain, sekarang dipaksa tutup muka deh sama Covid kalo kemana-mana.",Indonesia
612,"@frappemaca bisa dijadikan sorban juga a, pashmina juga bisa. merangkap masker pun bisa menghindari covid😀🙏🏻","cyber, not spoiler free."
613,"tolong bezakan ya demam sebab kene hujan or sejuk dengan demam tanda"" awal covid ya ☺","Johor Bahru, Johor"
614,Ayyyy ya termina p. Covid 🥺 https://t.co/zbYFpJEGSF,
615,@muchlis_ar Akan ada kaum yg memilih mendingan mati kena covid daripada pake produk yahudi.,Indonesia
616,"kluarga lu yg susah buat kumpul akhirnya bisa kumpul, tp lu dikosan. mending pulang tp naik bis ((inget covid)) apa jangan pulang dlu?",txt ; multifandom
617,@aniesbaswedan Covid gmn Pak?,Indonesia
618,@xxxntyrs Tapi realitanya malam minggu dirumah sj karena ak sadar covid makin meluas,
619,@sianakdesaID Lagi covid bang 😁,
620,"Udh ah gapapa, berusaha rela meskipun gk diajak, sekarang masih ada covid jadi sadar diri harus dirumah bantu orang tua.",Indonesia
621,"Kalau tak covid belah utara ni, harini dah lepas pi langkawi 😂",taiping perak
622,"Kasus Covid-19 Masih Tinggi, Hari Ini 28 Orang Positif Terpapar https://t.co/Ac5wmpXNSc","Sulawesi Tenggara, Indonesia"
623,@ahmadbaihaqi21 Gue dlu batuk gitu sih tp takut krn pas flunya ilang msh sempet anosmic gt 3-4 hari. Lo covid dong?,"Jakarta Barat, DKI Jakarta"
624,Sedih ya.. covid,Indonesia
625,"@TweetSrip_ Maaf, obat covid milik dunia politik. 😁",
626,"@hipohan @RamliRizal Boleh jd itu dbayar Pake duit dana covid 900T yg pejabatnya tdk boleh diprotes, tdk bs dipidanakan ses. Perppu corona",
627,"@2liteer ga dapat izin dari negara karna covid, ga dapat izin dari orang tua karna belum merid wkwkwk",Indonesia
628,"kalo tidak ada covid
kwave bakal bawa dream lagi gak ya",⁴²³ˣ⁶⁰⁶
629,@onthesbrew Mending cari obat Covid,"Trabzon, Türkiye"
630,"@TsamaraDKI Ada yg planga-plongo ekonomi ancur, covid makin gila....",
631,"Sedih, Korban Covid-19 para ahli medis.",BELA IMAN/BANGSA&NEGARA. 
632,"atas bawah kiri kanan dah covid ni, kami ni dah bagai tersepit di tengah2",
633,coba hal yang paling gue takutin adalah di saat semua nya gaada pilihan buat ga keluar rumau padahal covid 19 masih sebahaya itu,
634,Potong rambut pakai protokol covid 19🙂🙂🙂🙂🙂🙂 https://t.co/9rTwShU6U2,
635,"Mula mula malam ni orang share 2 orang kena covid-19, menjelang esok dah 20 orang pulak. Mampus.",rahsia.
636,"Covid kapan ilangnya
Udh suntuk butuh liburan nih 😭😭😭😭",Carat Land
637,@renandabachtar covid sdh ada dana nya..nympe triliunan,
638,@husnimu_husniku @moronpenem @mprasetyaw Kalo di covid yg diliat apanya ya? Aku pikir struktur virusnya 😂,
639,"@danastriKW Yang masih rame covid kan cuma di rumah sakit sama Twitter, Nas.","Shanghai, People's Republic of"
640,"@DewiSvAml Lagi covid gabisa ditemuin, padahal udah kangen banget diajak makan makan gratis hahaha astagfirullah",
641,"Katanya gejala covid tuh gabisa nyium bau ya, kalo bau tai tetep kecium gak ya baunya?",
642,ALLAH BELANİ VERSİN  COVİD 19 🤣🤣🤣,"Malatya, Türkiye"
643,"@newlybornsun Itu yg ngeluarin paket 5 obat anti COVID-19, salah satunya masih kombinasi HCQ + Azithro 🙈","ÜT: -6.956218,107.630201"
644,@Irwantr_ Mmpus covid,"Kalimantan Selatan, Indonesia"
645,"Di kemang uda ga musim covid,
Cuma lewat macet dan penuh org2 pada nongkrong dsana🥵
Ga ada yg beda dari biasa2 ny",+62
646,"pg perlis lalu kedah,bangang ke ape buat majlis tgh2 covid mcm nie, https://t.co/Ud7ROPhJyP",kl
647,@willawati @iimfahima Sampai masyarakatnya sadar pentingnya mengikuti protokol kesehatan untuk pencegahan #COVID__19,"DKI Jakarta, Indonesia"
648,@dyaherinap mba itu dulu sebelum ada covid malah 3rb an yg kecil murah banget mana wangi juga,Ravenclaw Dungeon
649,"@sbyfess Aamiinn, semoga ibue sender negatif covid. Wis maemo dulu nder",
650,"@yessayaadib Hehehe... hati hati adib dok kedah, covid mengganas sampai ke kuala sala dah tu","Alor Star, Kedah"
651,@hazelnyxx untuk sementara karena pandemi covid kami tidak bisa menerima pkl sampai batas waktu yg belum ditentukan,Indonesia
652,"aAaaaahhH covid...why......aku pengen ketemu kakak2 dan teman2 pas nikahan, masa tau2 dah punya anak semua😩 huhu",
653,"Manas Mukherjee, CPM MLA from Kamarhati is COVID 19 Positive.","West Bengal, India"
654,@AmmarSyhrn @_seyrroh Covid memanggil kalau pi hiking mar,"Pinang, Malaysia"
655,fak covid karena aku jadi harus WAXING SENDIRI DI RUMAH 😠😠😠,
656,@HazimIzzuddin2 Kalau aku ada covid citanya kau pun ada jim tu jeee,
657,"@ganjarpranowo COVID-19 segera ilang pak 
#Jateng70
#JatengPeduliSesama",Indonesia
658,"@halfempty___ Pake aplikasi Strava.
Karena ada covid event lari semuanya jadi virtual hihi",Tepian Bandung
659,@caratsxsvt anjir ya udh 2020 masih ngatain pake china??😫 i mean lu pikir kalo lu ngatain gue china tiba2 vaksin covid-19 muncul gt??😭,RPS — 쿱정 랩진 녁우♡
660,@ikanatassa Si Abang ganteng Reza awal2 pandemi sering live ngebahas covid kak. Tp skrg udh jarang Krn dah mulai sibuk lagi,Indonesia
661,"@BagusPrasety4 Nga si biasa aja, cuma kesel aja sm yg pemikiran anti covid jadi ignorant",
662,"Lahir pas kerusuhan 98,
Kurikulum ganti2
Ujian pake 20 paket
Angkatan pertama UNBK
Lulus kuliah pake jalur Covid

Hei anak 1998","Purwokerto, Jawa Tengah"
663,@Annemwiza Ukoze hasi unyibutsa ibuye burimunsi mbona ababyeyi bafite abana batambaye agapfuka munwa abana bato ntago bo bandura covid-19?,Kigali city
664,"Skrg hampa rasa mcm mana org kedah rasa, tidak bila org kedah jaa hampa buat cempeqa “covid weyh covid” mak ang laaa, skrg sama2 rasa🤪","Kedah, Malaysia"
665,@kitkat19_ Lg COVID pergi2,
666,sepatutnya bulan 3 haritu pergi tapi ada lah hikmah nya tiba tiba covid buat suprise 😔,IIUM
667,@bhaskardhakal Hamro cancel bhayo ni covid le ! Yo janai purnima ma janey plaan thyo,Area 51
668,"Kasian sekali kalian, malming kok rebahan. Aku juga😔 gapapa lah biar ga kena covid &gt;~&lt;",cumi cumi kokobop
669,"Susah ye jaman skrg, liat orang dah suudzon duluan gegara parno covid. Malaikat Atid auto panen era ini:(",
670,Penang ada kes baru covid,"Kedah, Malaysia"
671,"@hanaindahsari Bukan, bagus si tempatnya di Kulon Progo, tapi aku takut covid kak:(",
672,"When Politics marries Medicine
Ndoa ya Siasa na utabibu
#Covid-19 https://t.co/DzvwqPHJVg","Dar es Salaam, Tanzania"
673,@4n0th3rs1d3ofme Ngga takut covid,
674,cluster covid jogja iki judule,
675,"@agalisme kwkwkwk,kalau aku mah sebelum ada covid tiap hari pake maskerr😂",Masih Didunia📌
676,@marlina_idha @drpriono Pusat data covid paling transparant hanya DKI 👍👍👍,Sendai  仙台
677,"aku mau tanya, yg tau, boleh gak beri aku contoh ttg perpaduan antara promosi kesenian budaya daerah dgn pandemi covid?",:)
678,@brobro___ Takut covid,
679,"cok metu metu o kono lo, malem minggu ndk omah koyok pasien covid ae",Was here
680,"@helmy_zakharia @ikihendrie13 @Hmmurahmurahhm2 @G4D15De54 Demo tentang mempercepat penularan covid ,🤣🤣",
681,"Susah cari kerja, di bingungkan dg inflasi 
Ekonomi memburuk, satu lagi covid di gede²in 
#JokowiMundurlah",
682,"Mari Kita Jaga Kebersihan
Selalu Mengikuti Peraturan Protokol Kesehatan,
Cegah Penyebaran Covid-19. https://t.co/dRtdRtLcgM","Kalimantan Barat, Indonesia"
683,"Ini Dia yang Dilakukan Polsek Majenang Polres Cilacap, demi Cegah Penyebebaran Covid-19 https://t.co/hvUL15TAoK",Cilacap
684,"@ZOOHYUCK hayuk, tapi msh libur krn covid👎🏻👎🏻👎🏻",Surabaya🐊🦈
685,Brian Molko kalo ikut relawan vaksin covid udah pasti jadi sampel placebo,
686,"Ini Dia yang Dilakukan Polsek Majenang Polres Cilacap, demi Cegah Penyebebaran Covid-19 https://t.co/1MdW1lG4cv",Cilacap
687,#NASCAR: Austin Dillon menjadi pembalap NASCAR ketiga yang terpapar Covid-19 setelah sebelumnya ada Jimmie Johnson dan Brendan Gaughan,"Jakarta, Indonesia"
688,"2gether dari season 1, sekarang season 2, covid masih belum selesai jugaaa😦",
689,"@mancini_liem @jokowi Covid itu ada , cuma covid ini bukan cuma virus doang, tapi ada bisnis di dalamnya.",
690,"@Sesyline_KE COVID-19 na Corona virus
😂😂
Utaleta ama nikujie😂😂😂🤣🤣🤣🤣","Nairobi, Kenya"
691,"Awal thn, kena banjir, skrg covid, makin sepi, pdhl blm lama di renovasi dah abis brp Em https://t.co/8X5Z2N0Un9",Indonesia
692,@ferdymad @drpriono @sociotalker @aik_arif Heran gua: kok negara-negara maju dunia pada gak ngemis obat COVID-19 ke kita ya?,
693,"Ini Dia yang Dilakukan Polsek Majenang Polres Cilacap, demi Cegah Penyebebaran Covid-19 https://t.co/6FAigN13Ul",Indonesia
694,@VIVAcoid Gw berharap kedepan kemeninfo juga menemukan obat anti virus covid-19.,
695,"@Reynajuliaa Blm cukup kk, yg ditangani blm tentu negatif covid 🙏🙏🙏",
696,@megatarsenal10 Kena hati-hati ni takut dapat pakej sekali covid pulak 😂,Malaysia
697,@backt0nature @hafiz_ricky_b duit kwsp ke sini.. ke habis covid reda.. kita redah! Hahahaha,Malaysia
698,@In333s Nn desol ta covid,"Casablanca, Royaume du Maroc"
699,""" 2 months ja we spend time tgt then the rest ldr "" - org yg tersakiti sbb covid -",
700,@papap_4ever kira kira covid udah ilang belum itu,Jaksel
701,"pandemi lagi tambah parah, tapi orang2 malah semakin lemah dan bersahabat sama covid, pleaseeeeeee 😭",Jakarta
702,"@sc0rpio00 Covid woy covid.
Selain covid juga, inget kan jomblo, wkwk",Earth
703,@PDI_Perjuangan pasar gotong royong ini memang digagas PDI Perjuangan Badung untuk membantu masyarakat saat pandemi Covid-19 ini.,
704,"Dan malam ini bad news nya adalah tetangga gue positiv Covid-19, pantes sepi banget jam segini...",Ditempat kau berada
705,@niang_kya Temps yii dama beug diam deh kone nak xolal ci covid bii gnou dioubo 🙂🙂🙂🤭,"Neyland 🤍, Sénégal ❤"
706,"@arief_taufani @radenrauf Eits, gabole salim salim. Lg covid kan, harus jaga jarak aman 😂",Jaksel
707,"@mrspencers di rumah ajah, aku mau jadi pahlawan yg ga menularkan covid kaka",
708,@troubledpeace Dulu di perempatan kak tapi sejak covid cuma bisa online :(,
709,kawan pakcik aku kena covid tacood,katil
710,@GaneshJaiHind arre COVID clear ka kagaz dikhao pehle! Wo bechara security jawans ki life ko bhi danger kar rahe hain.,
711,"@MumuyZG @aniesbaswedan uangnye pan dipinjem sama jeng sri lima em, belon dipulangin... yekan...
btw insentif nakes covid dah cair belon...","Jakarta Selatan, DKI Jakarta"
712,"Settle covid, aku nak pergi camping 💆",kluang Johor
713,@namasayaiylia @capsaicin___ InsyaAllah lepas reda covid ni 😢,
714,"Hmm... Perumahan gw lockdown lgi deh ini, udh brp org tau dah yg positif covid di perumahan gw..",Indonesia
715,"Saksikanlah!!!
Jenderal Andika Bicara Penanganan Covid-19

📺 tvone
📋 16 Agustus 2020
🕢 06.30 WIB https://t.co/rOaeeAJEu2","Kota Surabaya, Jawa Timur"
716,"Aku baru tau itu ada kabar cleaning service nya i-land positif covid yaaaa
Semoga semuanya negatif yaallah
 (╥﹏╥)

#ExaARMY #ExaBFF @BTS_twt",2nd acc
717,"tetangga gw katanya tes awal tu positif covid, trs pas di tes lg negatif.. jd ga berani keluar",
718,"@ojkindonesia Wah mantap ya, suatu terobosan yang sangat bermanfaat di pandemi covid 19 ini, apakah sdh bisa di daerah lain selain Bali,?","Kota Batam, Kepulauan Riau"
719,"Pertama di dunia, Indonesia tuntaskan uji klinis obat Covid-19, Kasad: Tunggu izin edar dari BPOM... https://t.co/e28dkIm9g9",Jakarta Capital Region
720,"Dewamkeee🤪👍 
#Covid_19 https://t.co/6amFmYKgld",
721,"Now playing Amitabh Bachan - Waqt Hi Toh Hai, Guzar Jayega COVID-19.mp3 by !","Houston, Texas, USA"
722,@bu_cin2O2O Nikah... tuh janda semakin di depan gara gara covid-19...,
723,"@__nxhrtseul aaaaaar serius aaarrr sebab xseramai skalo sebelum covid. skalo ore kl tubik hari sabtu, kl lepak rumoh doh.",Universiti Teknologi PETRONAS
724,Semuanya jadi susah gara² covid 💩 https://t.co/qJW0ylnOvB,
725,fuck covid dapat wcc na me gr 12 ihk 😢,
726,@lyn_Aeris doakan jadi okay. harini ada kes baru tak dkt sana ? sa sik ekot prkembangan covid. automatik sedih 🤧,Eriss 
727,Lani utara tgh panaih dgn covid plak..beringat sikit na lepaih ni,Penang/Perak
728,"Data Pantauan dan Peta Sebaran Covid-19 di Kabupaten Jember. Per Sabtu, 15 Agustus 2020, Pukul 13:00 WIB. https://t.co/swNoZsSooS",Jember
729,@octavkadabra Takut covid atuh kalo nongkrong ke tempat kopi :(,In daddy's armpit
730,@finanhd Nah itu salah satu merebaknya Covid di kita. Disiplin dan tenggang rasa yang rendah.,|MU|RealMadrid|LedZep|iwanFals
731,"FPL 2020/2021 is coming, gaes. FPL tahun ini kurang greget karena Covid-19",Planet Telex
732,Kedah bergelumang covid dan korunx masih nak berLangkawi......,
733,Bersatu Kita Lawan Covid 19 https://t.co/hhivPXiJxA,
734,"@kodzukenluv Harusnya bulan ini pentass 😭😭
Tapi karena covid di undurr. Olivv semangat belajarnya yaa 💛💛",✨✨
735,"ntar ya ketemu² juga ngapain nangis wallah lebay,iyo lek ono seng positip covid baru nangiso kejer cok",Kamar Badr 5
736,Bila tengok kes covid dekt ke kedah takut pulak nk ke sana,
737,@katanyajamor_ Bisa pake masker biar ga keliatan muka kok.. alasannya covid aja..,
738,@gustiayusyskha @erefaide Covid ga ikutan 😂😂😂,
739,Masyarakat harus semangat melawan Covid-19 #KAMItunggangiPandemi https://t.co/QLSorfbI5V,
