,tweet,asal_tweet
316,Mau sih Cuman lagi covid sih,"Melbourne, Victoria"
317,Si covid gak pengen pulkam apa yak Betah amat merantau hiks,"Kalimantan Selatan, Indonesia"
318,yaaahh sayang bngt masih covid,.
319,Salah satu kegiatan yang dapat kita lakukan pada saat pandemi Covid 19 yakni memanfaatkan perkarangan rumah kita untuk menanam sayuran,"Kutai Kartanegara, Kaltim"
320,Cepet selesai dong covid nya biar stan dibuka,
321,Dan covid berkembang biak Lapo cak mrono Koyok gaonok kasur gae rebahan ae,SiSheng Peak Hot Spring ♨️
322,Musim covid la diaa nak salam,
323,Bismillah insya allah berkah di Perayaan HUT RI Ke 75 di masa Pandemi COVID 19 ini,"Bandung, 🇮🇩"
324,Makai Lama lg Covid betul ni,
325,Tetiba rasa badan panas la nk demam laa Bukan sb covid tp sb esok isnin,Kedah-Penang-Malaysia
326,Gk ada masih covid,Bangtan world
327,jijik sama orang orang yg anggap remeh covid Coba suruh gantian mereka yg make apd Capenya gmna Maria,+62
328,Serious kesian dekat primid yang deliver waktu covid ni,
329,Nak pergi Sabah tapi covid ni aku jadi cuak je Duit pun yellek masa pun tarak Sobs,ICU/MZ
330,Semoga covid segera mati,"Boyolali, Indonesia"
331,Wis oleh surat peringatan meh ditutup sko gugus covid tmg si,"Temanggung, Indonesia"
332,smg para pendaki didata se akurat mungkin mau pulang diisolasi dlu 14hari covid itu kan berbahaya gaiss,Theatre Of Dream
333,Gooo Covid sudah ada obatnya,"Depok, Jawa Barat, Indonesia"
334,best ahh kahwin musim covid boleh bertukar jadi sub zero,
335,Wah mantep Gue gak gitu ngikutin perkembangan covid takut ke triger,
336,lu kata bljr pas covid kaga berat bilang aja kalo iri mah woooooo,"Jakarta Selatan, DKI Jakarta"
337,Makasih COVID karena kamu aku gausah keluar uang banyak buat bayar perpisahan sekolah,
338,gila aja pademi gini masih ngurus acara ultah stt gw gamau kena covid 19 ya,
339,kita mengalami peningkatan angka covid di indonesia wkwkwkwk,
340,2 member aku kena retrench sbb covid Aku kira besyukur ada keje,
341,Susah sih emang kalo ngobrol sm orang yg ga percaya covid 19,
342,Melihat influencer pada vacation membuat isi kepalaku bertanya tanya covid beneran masih ada hingga overthinking mau meninggal,"Brebes, Indonesia"
343,Raharjo Semoga jawa tengah dan indonesia segera dapat melalui wabah covid 19 ini DoaNitijen,
344,jujur tiap abis jalan2 atau ke tempat yang banyak orang langsung suka mikir anjir w covid nih ketakutan berlebihan,
345,freez Kalo sekali lg akunmu kena covid dpt gelas pecah cantik,Indonesia
346,Hadiah ulang tahun Indonesia besok cukup vaksin covid 19 Ya Allah,
347,kes covid meningkat tiap hari sampai kan taman haruan pun ada dua orang kena covid,"Kedah, Malaysia"
348,Fb aku pak dan jangan lupa nonton upacara secara virtual krn msh ada covid pak,indonesia
349,Menakutkan bila tgk kes covid kat negeri2 utara meningkat Stay safe everyone,malaysia
350,Orang rumah udah di tahap males nonton berita covid,"DKI Jakarta, Indonesia"
351,Setelah muncul vaksin covid nanti orang kaya masih hidup karna terselamatkan dan orang miskin kebanyakan meninggal Seleksi kasta,"Yogyakarta, Indonesia"
352,Mudah an menang giveaway lumayan buat nyambung hidup di perantauan dampak covid Galaxywatch3,
353,Korang tak Rasa ke covid 19 xkn hilang sampai bila2,Malaysia
354,Kalau covid ni tak okay sampai next year Aku buat majlis kecik kecilan jelah,"Johore, Malaysia"
355,Gaess yg ujian hari ini ada soal Covid gak,Indonesia
356,yaallah kok lagi covid gini tmn2 gue malah ribut janjian drumah temen gue,waiting for oned
357,Minta traveller dari LN harus test pcr covid seperti minta orang shower sebelum ke bantar gebang,Singapore
358,Raharjo Bismillahirrahmanirrahim semoga covid 19 cepat hilang dari Indonesia dan Dunia ini aamiin DoaNetijen,Indonesia
359,Ada setidaknya 4 kemungkin pemulihan Pemulihan dari krisis COVID 19 Buat saya yang no 4 yang paling baik tapi kita lihat satu satu,"Bandung, Indonesia"
360,Sebelum krisis COVID 19 ketimpangan di Indonesia sudah cukup tinggi,"Bandung, Indonesia"
361,Semoga pendemic covid 19 akan berakhir Rindunya life dulu dulu,48000
362,Udah kayak patokan suhu covid,"Bakersfield, CA"
363,Lomba 17 an tahun ini yg pasti sih lomba bertahan hidup dan bebas covid,Indonesia
364,Aku tunggu tour ke singapore do Tahun ni patutnya ada dekat jakarta tapi covid pulak an,
365,Alor staq dah tak aman ish takut la COVID ni seqeyau haihh Dah duk jadi sbelah sebelah daerah seramm,Malaysia
366,Yes Indonesia sudah bebas dari covid Patut bersyukur,jakarta
367,Minta doanya ya krna baru dapet kabar kalo mbah aku divonis covid 19,Bekasi ujung
368,w pratama Kita basmi dulu pansos covid mas wkwkkw,"Hawaiian Beaches, HI"
369,Udah ga takut covid ya,
370,Gara covid pasti,"Malang, East Java "
371,covid 19 sudah kaya mitos protokol kesehatan sekarang sudah tak dipedulikan,
372,tadinya senengku sederhana seneng bisa liat mama ngaji lagi sama tementemennya TAPII KAN COVID MAH,
373,nughro gatau yg taun ini wkwk kebanyakan si ditunda krn covid ya,Indonesia
374,Gara covid Kata positif jd berbau negatif,Indonesia
375,Cen angel kabeh semenjak ono covid ki,Indonesia
376,yuk ah covid cepet kelar biar bs liburan sm mereka lg,
377,Ingat nk g pasar japgi Lepastu fikit balik covid ni Tak jadi lah,
378,NEGATIF COVID amp TABUNGAN,—
379,Lamaran nikahan udah Bilang ke a Ami katanya buat acara nikahan lagi aja Nikahan part 2 versi covid wkwk,Indonesian
380,Unair menemukan obat covid 19 bapak bapak TNI yang terhormat titip mereka ya biar engga tiba tiba lenyap entah kemana,"Jakarta,indonesia."
381,info dong naik KRD sekarang masih perlu surat bebas covid ndak,"Jakarta Barat, DKI Jakarta"
382,Indonesia udah ada obat covid,
383,Covid dah mai tandop Whuttt,AOR
384,Negatif covid istri positif Selamat jadi bapak yang bang semoga jokes dan tweetnya makin kebapak an,"Kota Surabaya, East Java"
385,Kangen masa sebelum covid yang kalo abis pergi kemana mana pulangnya ga perlu mandi keramas,"Bekasi Timur, Indonesia"
386,Takde ahh tengoklah kalau kakak aku ada duit aku dh kata kat dia aku nak jumpa korang Tapi tengah covid kan,aina~caratland
387,Himbauan adaptasi kebiasaan baru saat pandemi Covid 19,
388,Taruh satu pasien positip covid nang tengah kono auto bubar kayak dikejar2 zombie,Hatimu
389,kena covid d mimpi trs ak bru bgun,dpk
390,Yang kerja gajih dibawah 5jt dapat bantuan covid 600 bln gak,"Kalimantan Tengah, Indonesia"
391,Covid ngapain afk ya mnding mokatin aj sklian tu covidiot,Почтовый патруль Pos ronda KGB
392,Tp kalo ditanya alasannya ngeri covid mhehehe,"Depok, Indonesia"
393,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
394,Gamau menang apa apa maunya covid cepet pergi dan bumi kembali normal,"Tangerang, Indonesia"
395,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
396,Nnt covid ilang psti tiket pesawat naik drastis ga pigi dah,
397,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
398,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
399,Himbauan protokol kesehatan pencegahan penyebaran Covid 19,
400,Menurutmu Covid itu konspirasi,
401,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
402,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
403,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
404,Apaan nih obat covid kado kemerdekaan,"Bogor, Jawa Barat"
405,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
406,Jaga kebersihan ikuti protokol kesehatan cegah penyebaran virus Covid 19,"Polsek Mandirancan, Kuningan"
407,Covid menyebabkan ibu bapa terpaksa memudahkan perkahwinan anak,"Selangor, Malaysia"
408,Hajar terus proyek Selagi masih ada covid 19,"kerinci, Jambi, Indonesia"
409,mrk itu ekonominya tdk terdampak covid bs tdur nyenyak amp bmimpi 2045 indonesia maju,indonesia
410,YA MANA MUNGKIN LAH MASYARAKAT YG WARAS YG SEDANG BERJUANG LAWAN COVID MAU DUKUNG KAMI YG PEPESAN KOSONG,Boston Massachusetts.Usa
411,bulan 9 baru boleh balik tu pun kalau ikut lah dulu keadaan sebab covid macam teruk balik ni siap ada mutasi bagai,
412,Kalau dah payah sangat dapat kerja time musim Covid ni aku buat acc onlyfans je senang Rakan rakan sila sapot,
413,Yang jadi relawan uji coba covid juga ada,tanggerang city
414,emang tu corona kent t,samping rumah pak lurah
415,semoga corona cepetan beres ya walaupun gatau kapan tp asli sedih bgt liat angka gapernah turun,항상찬열이편
416,office Kaha gya Corona bijalpur,Indore india
417,jgn kluar dlu lg corona,15
418,corona ngentooooddddd APASIH ORANG DI MANA MANA UDH RAME GILIRAN INSTANSI AJA GA DIKASI KERINGANAN BAJINGAN,
419,Kalau mall mah jaman kasus Corona masih anget jga masih pada rame,
420,malam minggu sakit kepala muntah2 pgn ke rumah sakit takut corona mama ga ada sedih banget,
421,Beli aja lohh sapa tau mau ke fashion show abis corona kelar,Republic of Korea
422,harusnya besok gebyar tahun ketiga kampret emang corona ngancurin gebyar terakhir gue,cyber. 
423,Corona ma ha tekhlas,Lebanon
424,Btkhls corona la akher l shaher,
425,aku kgn kehidupanku sblm ad corona,"Jawa Tengah, Indonesia"
426,Woow corona virus County media,
427,gwa yg camti ap corona,
428,Ke gunung nyari sunyi ini malah nyari corona Raja majapahit menangis melihat ini,"Kota Tegal, Jawa Tengah"
429,Sejak corona menyerang,
430,Corona diem aja di rumah menuh in jalan aja lu,Domisili jambi
431,Gaada si tahun ini gegara corona,"Semarang, Jawa Tengah"
432,Karena corona jam 8 mal udah tutup Apa bedanya sama tutup jam 10 kalo mal nya tetap buka Toh orang2 tetep ngumpul,"Jakarta Capital Region, Indone"
433,Corona cpt ilang umr naikk Amiin,Army Families
434,Libur kapan kelar sih ajg pen kuliahh rasanya gatel nih tangan kangen ngetik ama nulis tugas Ohh msih corona yeh hampir lupa,
435,CORONA PLAST K ADL TIP,"İstanbul, Türkiye"
436,Mending kena corona drpd ga ee di semak,Indonesia
437,sumpah benci bgt grgr corona yg harusnya gue udah dpt magang jd dibatalin,
438,Kalo corona selesai bakal minta ijin cuti terus touring bawa sepeda n max ke malang,"Banyuwangi, Indonesia"
439,GTE Mas gem kenapa orang orang ga percaya kalo corona itu ada,"Bandung, Jawa Barat"
440,Indah senja Tak seindah musim corona bangst,Bali
441,atau gak kasih vaksin Corona aja dijamin bikin seneng 7 turunan,☄︎. *. ⋆ ⋆·˚ ༘ * 🔭
442,Takkan la selagi corona tak habis selagi tu takde buat piercing,
443,Udah lulussss ipk 4 njorr lulusan corona,
444,Kalau tak Corona sudah di pastikan Lelong yg bagus bertebaran di pasar dan di iringi music dangdut yg indah di lapangn comando,Balai karanganKalimantan barat
445,Seru hyung corona cepat lah hilang,
446,Yo mas kenapa orang orang pada ga percaya corona itu ada penasaran,"Bandung, Jawa Barat"
447,Klo g corona udh banyak duit,
448,berasa temen aja tuh corona,Indonesia
449,masa si aku jg gatau ga ngikutin berita dlu soalnya ngehindarin lihat berita corona wkwk,Indonesia
450,Biasanya ada tirakatan malam 17 agustus gara2 corona ditiadakan,
451,ojo sekarang ka masih corona,"Bogor, Jawa Barat"
452,mantap kelar corona jd glow up,Location unknown
453,Masi ada tp corona keknya jd ga ada bang,
454,Tuhkan ngapain sih corona masih ada acara lomba di lapangan ada yg kenakan asv,
455,gustii corona belum ngontrak masih ngekos dia,Medan North Sumatera
456,Ria chokkroborty SE achanak corona bhandaroooo tabiyat tob thik hai teri Abe saale daru PK tweet kr rha kya,Nagpur
457,Corona cuma ada di jakarta luar jakarta ga ada,
458,Kalo 1945 lagi Corona bu Fatmawati bingung mau jahit bendera apa masker dulu,"Malacca, Malaysia"
459,Biasekan Ih Nyuci tangan ke Air bersih pakai sabun bise juak cagah Corona PoldaKalbar Adaptasikebiasaanbaru,
460,Wakakak asuu wes 6 wulan nak darjo grgr corona,Sidoarjo
461,Corona cuma ada di jakarta luar jakarta ngga ada,
462,Corona le garnu garyo baini,"Sydney, Syangja, Nepal"
463,SKA Ayi tshwe corona,"Polokwane, South Africa"
464,rhrd nunggu reda hubungan tragis mbak corona dan mas covid yee heheheehh,
465,depok sama dong aku juga di daerah depok kalo corona ilang mampus kita ketemuan yuk,
466,Iihhh kok seru gtu sih sayang ya skrng corona,selective
467,Ahmeen An dena corona ai,"kaduna, Nigeria"
468,darjo g ngurus corona,Indonesia
469,More dangerous virus than corona virus Corona virus curable,Nittur  Hosanagar Karnataka.
470,Drewe kelompok 3 Lomba joget balon tapi tidak bersentuhan karena lg corona,
471,wkwkk takut corona,she/her | 🇮🇩
472,Or kitno ki jaan lega Corona mc Feku wake up,
473,Emang corona udh kelar ya pada nikah nikah,"Niedersachsen, Deutschland"
474,yeah Slesai corona jadwalkan,"Paris, France"
475,Corona Lo cepetan ilang su Gw pengen liburan ke Jakarta lagi,
476,Long wiken jadi ajang pelampiasan rame bats dimana mana Apa itu corona,IF¥ | AKFC 
477,Kalo gak corona gue ya lg dirumah aja,Exoplanet
478,kalau ga corona dah penugasan kli ya,bandung
479,Corona cepet kelar,Mars
480,kapan corona ini berlalu Butuh skl nonton konser live,
481,Kalo ga ada corona aku udah di lantik jadi paskib ga ya,capek dibumi pindah ke pluto
482,lomba 17 agustusan tahun ini gaada gara corona bangsat,"Bandung, Jawa Barat"
483,Captain di rumah aja kak corona,
484,Corona cepet kelar biar aman,Home Sehun
485,Baru nyadar besok 17san Gua curiga masyarakat masih ada yg coba2 ngadain lomba pas rawan corona gini,Far from being enough
486,Kafir didu Bong SDH bayar BPJS Belum,
487,Corona ya xixi,
488,kalo masih daring Palembang aja dokter2 gaada yg kelayo selama corona paling kaprodi sm akademik aja yg sesekali dilayo,"Jakarta, Indonesia"
489,arzerro Hahhh Ngapain telpon pacar Ga bole kemana mana lagi corona,"Jakarta Selatan, DKI Jakarta"
490,Corona masih bahaya lho kamu kalo bisa gausah ikut tirakatan duluu misale,pinggiran surgo ngalor sitik
491,Antri mau muncak udh kaya antri sembako rame amat pada lupa apa ya ada si corona,Jakarta Capital Region
492,Karena lgi corona Trsss kan ga ada event sama concerttt,
493,Kama sio corona singekua twitter ivi,Hii kenya tu😂
494,Mau corona atau ngga nggak peduli yang penting naik terus prize pool nya wkwkwk,"Mertoyudan, Indonesia"
495,Dulu dijajah belanda sekarang dijajah corona Weleh weleh,Ungaran - Semarang
496,Corona beresin dulu guyss,piramid
497,malah ada pawai buat 17an besok like corona doesnt exist anymore,
498,Harapannya semoga corona segera berakhir AnakNegeri,
499,Ingin berkata kasar pada corona,AOMG's secretary room
500,Klo g corona gua lagi belajar bahasa Inggris nih di kampung Inggris,
501,HMI DUDUK YANG MANIS DIRUMAH SAJA NANTI TERPAPAR VIRUS CORONA,"Sumatera Utara, Indonesia"
502,Pertama jalan setelah adanya corona adalah menipiskan dompet yg sudah sangat sangat tipis,"Kota Yogyakarta, Yogyakarta"
503,hhzz coba klo ga corona psti bsk upacara bendera,
504,eh gasido deng iseh corona,MAGETAN
505,Me corona aja udh bisa ditemuin obatnya yakan obat HIV sampe skarang blm ada iya biar gabebas manusia ini ngentot sembarangan,Medan
506,Hya afla mn sa3et corona bas fe nas bt oul ehtmal tftah el shahr da,"Cairo, Egypt"
507,Gak berasa Corona udh stgh taun aja gila sih,
508,coba kalo ga corona psti bsk upacara bendera,
509,grgr Corona ni pasti,softie n cutie. I'm Selective.
510,Ngedeni tenan corona neng semen iki wkwk,kediri
511,ke dokter tp lg corona gini,nama gue silla
512,Tetangga gw katanya tadi sore d jemput ambulan kena corona sumpah jadi takut emaknya kmrin k rumah gw lagi,"Badung, Bali"
513,tahun depan wishlist ku corona ilang biar bisa naik bromo liat june sama liat sungjin pliszzzzz,When I was In Okinawa
514,Obat corona deket hari kemerdekaan wah,Malawi
515,Pekok e raukur Corona malah nompo tamu,
516,w pratama Masih corona mas,Malang
517,virus corona ikut pergi libur panjang COVID19,Clouds Ville
518,za kan seiring datangnya badai virus corona datang juga gelombang pendaki made instanstory,
519,Gabole ada lomba bang corona,kota Surabaya 
520,Cek akehe tala rabian bulan agustus iki Untung corona ga akeh undangan hikxxx,
521,Mau main tp sm ayah gblh tkt bawa corona tp kl nentang kata ortu tkt jd karma,indonesia
522,sportivo Lo kira dia kena gejala Corona jingan,"Brebes, Indonesia"
523,itu corona hehe,daerah konflik
524,corona masih ada gak si,"Jakarta, Indonesia"
525,biasanya kalo gak corona besok ada yang tawuran nih anak anak berseragam pulang sekolah,
526,RIP bisi ye corona kab khtam hoga yar,Bangalore Ke Traffic me.
527,Unsr Obat corona katonyo udah ditemukan Ado dak kemungkinan kampus ubah kebijalan jadi kuliah offline yo Bingung harus sedih apo senang,
528,Bibi alikishinda Corona ndio utawezana,"Nairobi, Kenya"
529,semoga bisa ke Yogya lagi setelah perkara soal corona ini selesai tentunya,Tangerang - Jakarta
530,kan corona cuma konspirasi who,Indonesia
531,Corona Virus Say hallo,Indonesia
532,MOMARAH mana lg story rang rang dah jln jln keluar kota dll ak jg pgn coii tp corona,
533,Corona pata nhi kitno ki jaan lega,Jaha Koi Aata Jata Nahi 
534,Ye Jitni Lambi Corona wali Hello Tune hai utni lambi to baatein nahi hoti un calls pe,भारत
535,Kafir Ia sudah buruk rupa buruk akhlak lagi,"Dammam, Kingdom of Saudi Arabi"
536,corona kelar,"Tuban, Jawa Timur"
537,Semoga corona cepet pergi,"Blitar, Jawa Timur"
538,asiikkk ntar kalo corona dah pergi bisa ketemuan,
539,Corona be like Kalo mau meetup jangan di gunung woii dingin anjingg,surakarta
540,Corona kapan hilangnya semoga secepatnya Aamiin Request Tiara Andini Maafkan Aku kak,
541,senank bm gw seminggu ini terpenuhi smoga corona cepet kelar deh,Indonesia
542,SERIUS Kemarin kesel bgt ada wali murid di sekolah bapak2 ngomong corona konspirasi Mau tak sabunin mulutnya,Uganda
543,Sebagai org Timur sy bener malu dgn Tingkah Pak ini,Saya di Indonesia
544,Nambara neza agapfukamunwa ntabe ari njye wandura cyangwa wanduza Corona virus NtabeAriNjye,
545,Kita Doakan Semoga Indonesia Cepat pulih Dari corona Semangat Indonesia Raihlah Masa Depan AnakNegri,
546,Aq gigih la bwk air p skolah sbb tkmau kongsi last ii Ermmm WOIII CORONA,Malaysia
547,dar Meskipun udh ada obatnya corona juga kagak bakal kelar kalo masih pada kumpul kagak jelas,
548,Kalo mati pas ndaki karna dusel an trs kena corona gmn,"Karanganyar, Indonesia"
549,Mumpung corona semua digampangkan CHANSU DAZE,
550,Smakin maju negriku lebih berbenah lg tentang sistem nya corona ndang mario,
551,postponegujcet2020 in situation during corona virus,492 Varsha soc-2 surat-6 
552,Jadi nanjak kaga pulang pulanh corona lu padaaa ahhh ada ada aje manusia,"jakarta , indonesia"
553,Converse chuck taylor all star hi black tp bkn yg 70 s mau ga Ori baru beli bulan november ga dipake lg sejak corona,Ur heart
554,tapi tetep jaga jarak ya corona wkwk,exo✨
555,Udah bingung mau ngapa2in corona begini amat yak,Berkesan Di Hatimu
556,Mending mati pas ndaki dripada mati corona,Surakarta
557,Yang takut corona gk perlu ngomel tinggal diam di rumah Oke,Jakarta-Indonesia
558,Gara gara corona jadi ga pawai obor,Tasikmalaya
559,Flu di musim corona gini itu ga enak bgt ya baru batuk dikit aja udh dikira corona lu ya,
560,Kan diundur gegara corona,𝗙𝗶𝗰𝘁𝗶𝗼𝗻𝗮𝗹 𝗖𝗵𝗮𝗿𝗮𝗰𝘁𝗲𝗿 𝗣𝗼𝘁𝗿𝗮𝘆𝗲𝗱 𝗯𝘆 𝗞𝗶𝗺 𝗝𝗶𝘀𝗼𝗼                  𝗔𝗽𝗼𝗹𝗹𝗼 (𝟮/𝟮) 𝗝𝗮𝗿𝘃𝗶𝘀 (𝟵/𝟵)
561,Lagi corona gak boleh tos tos,
562,Boy yow lui sa problem bul tahh nyee am Corona deh,Burundi
563,Blok s Kalo blok s tutup pedagangnya ada yg corona,Jakarta Capital Region
564,Long weekend corona ikut libur,Sunda kasar
565,ntr skit dikira corona,planet merkurius
566,jadi naik enggak kena corona iya,"Kalimantan Selatan, Indonesia"
567,mamaknya penganut corona adalah konspirasi wkwk,-
568,pim staffnya ada yg corona,Jakarta
569,kalo ga corona udah lomba di sekolah,she/her
570,Aneh aneh ae saiki goro goro corona mesti,BLΛƆKPIИK
571,Kalo begini sehabis corona kelar bioskop jadi sepi deh hehe,"Yogyakarta, Indonesia"
572,Penuh gila ngobrol kagok makan kagok punten corona,"Regol, Indonesia"
573,Nanti lah al kalau corona dah hilang Wwkk,"Tanjungpinang, indonesia"
574,target acak acakan gara gara Corona ajig,"Rangkasbitung, Indonesia"
575,Apa Obat Corona PHP sekali,
576,I bukan orang utan i munaa Nama saya corona povilan,48k darul ehsan
577,Sulit bgt memang lagi corona begini,"Bekasi Selatan, Indonesia"
578,Baru nonton video terbarunya kimbab family jadi pengen berenang Andai tidak ada corona,-
579,tenang kawanku corona kalau bosan pasti ngilang juga kok kaya dia,
580,WOI AYO PLS KITA MAIN KE SUMMARECON UEUEUEUE tapi habis corona lo Bekasi jugaaa berarti,she/her⭑a³⭑read carrd byf 
581,engga keknya corona anj,
582,Iyaaa lagi corona gini susah bgt emang,"Bekasi Selatan, Indonesia"
583,Apalah daya aku yg belum ngerasain ngibar grgr corona hiks btw ada yg salah lapak hyung ngkk bgt agshsgsh,Indonesia tercinta
584,Iki sisan lagi Corona malah balapan Remuk kan,"Sidoarjo, Indonesia"
585,Corona jangan jauh jauh maen,ALL I WANNA DO!
586,samaa bgtt ni corona kpan slesei pliss,
587,Corona ki b vaccine agai ab SMBBMU adminstration ka antidote kab ayega SMBBMULarkanaWeWantOnlineExams,
588,cindy kelar corona,s/her
589,Gak habis pikir iya tau kalo suka daki tau kok tapi yo piye delok en corona,Pochinki
590,corona cepet hilang aja sih,"Palembang, Indonesia"
591,Ngajak ribut Karo Corona ki po piye rek,tebak lokasi
592,Jalan jalan tapi pengen aman dari corona,"Denpasar, Bali"
593,corona kapan kelar sih,yg ent
594,Please woy Corona cepet pergi dah Lo ga peka apa gimana sih udah dihate sedunia ga ilang,"Central Java, Indonesia"
595,kapan kita meninggal bareng disini kena corona,Indonesia
596,aku merasa diriku gak guna semenjak corona,
597,ZahraJKT48 Corona kelar sung teateran,"Yogyakarta, Indonesia"
598,Kalo aku ke kondangan Pengen ngamplopin surat positif corona,hidup di hemoglobin seulgi
599,Bro corona seri aagatum,
600,Btw jalur corona makrabnya lwt zoom lah,"Kalimantan Selatan, Indonesia"
601,Gada takut takutnya ya sama corona suka kesel liatnya,
602,pas pesanannya udah tiba jangan lupa semprot baygon biar ngga corona,
603,Corona ka puraa khandaan kanjar,La La Land 
604,pake APD msh corona gblog malah pacaran sia anjir,
605,Ga ngapa ngapain corona Ntar dibubarin satpol pp,ada deh
606,biasanya udah siap buat panjat pinang dan lomba lain sekarang sepi bgt sedih Buat corona cepet ilang ya,genius lab 
607,Tutup kan corona,"Kota Bandung, Jawa Barat"
608,Ab corona jayega yaha se,Home
609,Nggak mau berangkat sekolah karena masih corona tapi kumpul kumpul ajak sekampung Badut,
610,Kalau miss corona tkde msti ada cafe event utk W,Winner City
611,hmm Selain corona sebagai alasan alasan lannya apa,"Yogyakarta, Indonesia"
612,Berbagi corona,
613,Smg cpt pergi corona,18
614,Sak jek e corona kok tambah ngueri ngene motogp,"Malang, Jawa Timur"
615,Corona kok mbok gawe alasan La wingi nng ndi ae kon su,Malang - BJB
616,gk bisa ada corona,she/her - 06s
617,anotherpiece Iya nih msh Corona soalnya,"Bekasi, Jawa Barat"
618,jadi kayak biasa aja nih libur longwiken tambah lagi masih ada corona mending netflix chill aja di rumah,South Jakarta
619,corona virus ki waja say,
620,Dan virus Corona tertawa bahagia melihat mereka seperti itu,"Batang, Jawa Tengah"
621,wkwk kmu bru beli skrg aja ning coba pas awal2 corona kmrn pas lagi langka lebih mahal,"Kalimantan Timur, Indonesia"
622,haha hihi tau tau corona udah setengah tahun aja,jaehyunivity
623,Yg aku takutin akhirnya kejadian deket rumah aku udah ada yg kena corona Semakin was was aja tiap mau keluar rumah,
624,Kangen mantain gusti kapan Corona ilang,Jakarta
625,Kangen banget susana normal sebelum corona,
626,ingin corona segera pergi huhu aku kgn duduk himpit2an di masjid mendengarkan kajian,
627,Hey corona pergi lo,West Java
628,Jangankan virus corona Virus garuda aja ak makan apalgh yg rasa abon xixixixi,— fan account ࿐
629,tahun ini aku ga jdi paskib karena corona,"Jeju-si, Republic of Korea"
630,Gada kan corona a,"Brebes, Jawa Tengah"
631,75 tahun yang lalu para pemuda Indonesia pada sibuk perang melawan penjajahan dan sekrang perang melawan penyakit Corona,"Jakarta Barat, DKI Jakarta"
632,tgu corona pergi dlu,central sulawesi
633,mana ada takut corona aku anjay,
634,kan corona,"Bandung, Indonesia"
635,ava cimonak butuh keadilan tp sbenernya ak dh lolos sleksi 1 menk cuma gra corona ni aj ak serous gx boong,Klinci Bulan
636,Neeum corona Ward la than ah,Thiruvannamalai
637,Yg lulus jalur Corona nyimak,planet ambisverse
638,Lagi gak nabung sih cuma lagi hemat hemat aja soalnya lagi corona gini duit gak ngalir,universe factory
639,KALO ITU CORONA GWE GABAKAL REP JBJB AN LU,wonderland –
640,coronanya besok libur kok jd bsk itu ga ada corona soalnya citra niaga aja ruameee bngt,Samarinda
641,Selamat ulang tahun masbro dan mbakbroo ditunggu kumpulnya setelah corona wkwkwk,Indonesia
642,Raharjo Ya Tuhan semoga corona ini cepet berlalu dan normal yg dulu kembali lg DoaNetijen,Indonesia
643,jngan lg corona,"16,9"
644,corona teh naon bir,jkt
645,Personil polsek Ceper melaksanakan patroli pengecekan suhu dipasar ngebek pencegahan penyebaran virus corona,
646,iya pkok gua salah liat mirip corona,pluto
647,Corona wis ra mangkal tan,"Klaten, Jawa Tengah, Indonesia"
648,TAPI BUKAN VIRUS CORONA,wonderland –
649,kalian kangen vibes 2019 akhir 2020 awal sebelum corona gasih wkwk kok aku kangen ya,"Bandung, Indonesia"
650,Info MAKASSAR Na kenna mi itu corona pohon pohonnya bawakaraeng,indonesia
651,orang buta bisu tulis dan setengah waras aja tau kalau Corona itu benar benar ada Orang normal kalah pinter,"Surabaya, Indonesia"
652,Corona nya ikut upacara ngga,"Bogor, Indonesia "
653,latifah Ga mau takut corona,"Yogyakarta, Indonesia"
654,sedih di komplek aku nggak ada lomba makan krupuk gara gara ada corona padahal lumayan dapat krupuk gratis buat makan siang,Selective ¦ 雪だるま
655,rzky Tp angkatan corona tdk merasakan mba,dihatimu
656,Edisi berjemur buat nenk corona ya,
657,virus corona kan ga keliatan ajig,wonderland –
658,masi corona huft,
659,iy tpi ak mngibarkan d dlam mimpi soalnya ad corona,Klinci Bulan
660,nhi parrta Bs itna munh b na khulo corona ghus jaye ga,"Kohat, Pakistan"
661,HUHU ayo besok corona ilang main ke jogja lagii,selective follback
662,yg dipipi apaan njirrr kek virus corona,pluto
663,lama sini corona menjadi penghalang trobosss ajalaaahh anyinkkkkkk,"Adonara, East Nusa Tenggara"
664,Bandung macet lagi punten ini apakah kita akan merdeka dari corona,Nekropolis
665,Eh bener bgtt kok corona jd musim kawin kek ginii,
666,Mau ketawa takut corona,Bogor
667,Corona test karwake ana padega kya malik,
